orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,orgunitlevel6,organisationunitid,organisationunitname,organisationunitcode,periodid,periodname,periodcode,NUT_10-19 Screened for Nutrition - Normal,NUT_10-19 Screened for Nutrition - Underweight,NUT_10-19 Screened for Nutrition-Obese,NUT_10-19 Screened for Nutrition-Overweight,NUT_10-19 Screened for Nutrition-Very Obese,NUT_Children 24 - 59 Months Dewormed,NUT_Children 6-59 Months Received Vitamin A by Dose,NUT_Children 6-59 Months received Vitamin A by Age,NUT_Children < 5 years Screened for Acute Malnutrition,NUT_Children <2 Years Weighted during GMP Session,NUT_Children <5 Years Screened with MAM,NUT_Children <5 Years Screened with SAM,NUT_Children Exit MAM Treatment,NUT_Children Exit SAM Treatment (OTP),NUT_Children With MAM Admitted to OTP,NUT_Children With SAM Admitted To OTP,NUT_Children with SAM Admitted to SC,NUT_Live Births Weighed,NUT_MAM at Beginning of the Month,"NUT_Modere Malnutrition, By Age (Between -2 And -3)",NUT_NUT_SC_Children Defaulted,NUT_Newborns < 2500 gm,NUT_PLW Screened for Acute Malnutrition By MUAC Status,NUT_PLW screened for acute malnutrition By status,NUT_Pregnant Women De-Wormed,NUT_Pregnant Women Received IFA - 90+,NUT_SAM at Beginning SC of The Month,NUT_SAM at Beginning of the Month,NUT_SC_Children Cured,NUT_SC_Children Died,NUT_SC_Children Exit SAM Treatment (SC),NUT_SC_Children Non-Respondent,NUT_SC_Children Stabilized,NUT_SC_Children Transferred Out,"NUT_Severe Malnutrition, By Age (Z-Score Below (-3)",Latitude,Longitude,eth_year,eth_month,greg_date,greg_year,greg_month,greg_day,greg_month_name,period_start_gc,period_end_gc,period_ec,period_gc
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201210,Sene 2012,201210,,,,,,112,146,146,,210,,,,,,,,0,,37,,0,68,,0,0,,,,,,,,,2,12.932665,38.134855,2012,10,6/8/2020,2020,6,8,June,6/8/2020,6/30/2020,2012-10,2020-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201211,Hamle 2012,201211,,,,,,48,66,66,,200,,,,,,,,0,,67,,0,192,,0,2,,,,,,,,,2,12.932665,38.134855,2012,11,7/8/2020,2020,7,8,July,7/8/2020,7/31/2020,2012-11,2020-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201212,Nehase 2012,201212,,,,,,65,89,89,,213,,,,,,,,0,,59,,0,80,,0,10,,,,,,,,,5,12.932665,38.134855,2012,12,8/7/2020,2020,8,7,August,8/7/2020,8/31/2020,2012-12,2020-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201301,Meskerem 2013,201301,,,,,,65,89,89,,208,,,,,,,,3,,59,,0,80,,0,10,,,,,,,,,5,12.932665,38.134855,2013,1,9/11/2020,2020,9,11,September,9/11/2020,9/30/2020,2013-01,2020-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201302,Tikemet 2013,201302,,,,,,448,550,550,,195,,,,,,,,1,,28,,0,92,,0,0,,,,,,,,,2,12.932665,38.134855,2013,2,10/11/2020,2020,10,11,October,10/11/2020,10/31/2020,2013-02,2020-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201303,Hidar 2013,201303,,,,,,32,42,42,,218,,,,,,,,0,,59,,0,129,,0,7,,,,,,,,,5,12.932665,38.134855,2013,3,11/10/2020,2020,11,10,November,11/10/2020,11/30/2020,2013-03,2020-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201304,Tahesas 2013,201304,,,,,,18,20,20,,205,,,,,,,,0,,59,,0,70,,0,2,,,,,,,,,3,12.932665,38.134855,2013,4,12/10/2020,2020,12,10,December,12/10/2020,12/31/2020,2013-04,2020-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201305,Tir 2013,201305,,,,,,6,8,8,,84,,,,,,,,0,,31,,0,54,,0,2,,,,,,,,,2,12.932665,38.134855,2013,5,1/9/2021,2021,1,9,January,1/9/2021,1/31/2021,2013-05,2021-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201306,Yekatit 2013,201306,,,,,,4,4,4,,209,,,,,,,,0,,8,,0,76,,0,1,,,,,,,,,2,12.932665,38.134855,2013,6,2/8/2021,2021,2,8,February,2/8/2021,2/28/2021,2013-06,2021-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201307,Megabit 2013,201307,,,,,,71,94,94,,146,,,,,,,,0,,10,,0,145,,0,10,,,,,,,,,1,12.932665,38.134855,2013,7,3/10/2021,2021,3,10,March,3/10/2021,3/31/2021,2013-07,2021-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201308,Miazia 2013,201308,,,,,,20,32,32,,207,,,,,,,,2,,42,,0,70,,0,4,,,,,,,,,2,12.932665,38.134855,2013,8,4/9/2021,2021,4,9,April,4/9/2021,4/30/2021,2013-08,2021-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201309,Ginbot 2013,201309,,,,,,32,41,41,,101,,,,,,,,0,,19,,0,77,,0,3,,,,,,,,,1,12.932665,38.134855,2013,9,5/9/2021,2021,5,9,May,5/9/2021,5/31/2021,2013-09,2021-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201310,Sene 2013,201310,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,12.932665,38.134855,2013,10,6/8/2021,2021,6,8,June,6/8/2021,6/30/2021,2013-10,2021-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201311,Hamle 2013,201311,,,,,,0,0,0,,140,,,,,,,,0,,55,,0,93,,0,0,,,,,,,,,0,12.932665,38.134855,2013,11,7/8/2021,2021,7,8,July,7/8/2021,7/31/2021,2013-11,2021-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201312,Nehase 2013,201312,,,,,,65,46,46,,99,,,,,,,,0,,52,,0,92,,0,6,,,,,,,,,7,12.932665,38.134855,2013,12,8/7/2021,2021,8,7,August,8/7/2021,8/31/2021,2013-12,2021-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201401,Meskerem 2014,201401,,,,,,75,97,97,,108,,,,,,,,0,,53,,0,89,,0,4,,,,,,,,,0,12.932665,38.134855,2014,1,9/11/2021,2021,9,11,September,9/11/2021,9/30/2021,2014-01,2021-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201402,Tikemet 2014,201402,,,,,,65,65,65,,124,,,,,,,,0,,47,,0,92,,0,6,,,,,,,,,6,12.932665,38.134855,2014,2,10/11/2021,2021,10,11,October,10/11/2021,10/31/2021,2014-02,2021-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201403,Hidar 2014,201403,,,,,,300,41,41,,115,,,,,,,,0,,75,,0,186,,0,7,,,,,,,,,4,12.932665,38.134855,2014,3,11/10/2021,2021,11,10,November,11/10/2021,11/30/2021,2014-03,2021-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201404,Tahesas 2014,201404,,,,,,0,0,0,,115,,,,,,,,0,,63,,0,0,,0,0,,,,,,,,,3,12.932665,38.134855,2014,4,12/10/2021,2021,12,10,December,12/10/2021,12/31/2021,2014-04,2021-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201405,Tir 2014,201405,,,,,,36,0,0,,123,,,,,,,,0,,56,,0,95,,0,3,,,,,,,,,2,12.932665,38.134855,2014,5,1/9/2022,2022,1,9,January,1/9/2022,1/31/2022,2014-05,2022-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201406,Yekatit 2014,201406,,,,,,295,525,525,,135,,,,,,,,0,,0,,0,96,,0,56,,,,,,,,,0,12.932665,38.134855,2014,6,2/8/2022,2022,2,8,February,2/8/2022,2/28/2022,2014-06,2022-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201407,Megabit 2014,201407,,,,,,0,0,0,,127,,,,,,,,0,,0,,0,97,,0,3,,,,,,,,,0,12.932665,38.134855,2014,7,3/10/2022,2022,3,10,March,3/10/2022,3/31/2022,2014-07,2022-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201408,Miazia 2014,201408,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,12.932665,38.134855,2014,8,4/9/2022,2022,4,9,April,4/9/2022,4/30/2022,2014-08,2022-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201409,Ginbot 2014,201409,,,,,,0,0,0,,121,,,,,,,,0,,0,,0,75,,7,0,,,,,,,,,0,12.932665,38.134855,2014,9,5/9/2022,2022,5,9,May,5/9/2022,5/31/2022,2014-09,2022-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201410,Sene 2014,201410,,,,,,61,87,87,,124,,,,,,,,0,,0,,0,85,,0,10,,,,,,,,,0,12.932665,38.134855,2014,10,6/8/2022,2022,6,8,June,6/8/2022,6/30/2022,2014-10,2022-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201411,Hamle 2014,201411,0,0,0,0,0,0,0,0,465,136,102,0,0,0,0,0,,0,131,0,,0,94,94,0,4,,4,,,,,,,0,12.932665,38.134855,2014,11,7/8/2022,2022,7,8,July,7/8/2022,7/31/2022,2014-11,2022-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201412,Nehase 2014,201412,0,0,0,0,0,10,18,18,378,168,0,2,0,2,0,2,,0,0,32,,0,266,266,0,1,,0,,,,,,,3,12.932665,38.134855,2014,12,8/7/2022,2022,8,7,August,8/7/2022,8/31/2022,2014-12,2022-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201501,Meskerem 2015,201501,0,0,0,0,0,72,75,75,407,103,97,6,0,0,0,6,,0,0,0,,0,65,65,0,13,,0,,,,,,,0,12.932665,38.134855,2015,1,9/11/2022,2022,9,11,September,9/11/2022,9/30/2022,2015-01,2022-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201502,Tikemet 2015,201502,0,0,0,0,0,123,178,178,400,110,117,0,0,0,0,0,,0,0,0,,0,125,125,0,8,,0,,,,,,,0,12.932665,38.134855,2015,2,10/11/2022,2022,10,11,October,10/11/2022,10/31/2022,2015-02,2022-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201503,Hidar 2015,201503,0,0,0,0,0,0,0,0,425,123,136,8,0,0,0,3,,0,0,0,,0,143,143,0,3,,0,,,,,,,0,12.932665,38.134855,2015,3,11/10/2022,2022,11,10,November,11/10/2022,11/30/2022,2015-03,2022-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201504,Tahesas 2015,201504,0,0,0,0,0,321,517,517,517,66,138,11,0,0,0,0,,0,0,0,,0,107,107,0,8,,0,,,,,,,0,12.932665,38.134855,2015,4,12/10/2022,2022,12,10,December,12/10/2022,12/31/2022,2015-04,2022-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201505,Tir 2015,201505,0,0,0,0,0,0,0,0,138,102,0,0,0,0,0,0,,0,0,0,,0,107,107,0,0,,0,,,,,,,0,12.932665,38.134855,2015,5,1/9/2023,2023,1,9,January,1/9/2023,1/31/2023,2015-05,2023-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201506,Yekatit 2015,201506,0,0,0,0,0,44,40,40,292,108,76,4,0,0,0,4,,0,0,26,,0,42,42,0,0,,0,,,,,,,3,12.932665,38.134855,2015,6,2/8/2023,2023,2,8,February,2/8/2023,2/28/2023,2015-06,2023-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201507,Megabit 2015,201507,0,0,0,0,0,0,0,0,142,106,2,1,0,0,0,1,,0,0,0,,0,120,120,0,0,,0,,,,,,,0,12.932665,38.134855,2015,7,3/10/2023,2023,3,10,March,3/10/2023,3/31/2023,2015-07,2023-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201508,Miazia 2015,201508,0,0,0,0,0,0,0,0,144,115,0,0,0,0,0,0,,0,0,0,,0,135,135,0,0,,0,,,,,,,0,12.932665,38.134855,2015,8,4/9/2023,2023,4,9,April,4/9/2023,4/30/2023,2015-08,2023-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201509,Ginbot 2015,201509,0,0,0,0,0,56,80,80,450,114,319,5,0,0,0,5,,0,0,26,,0,124,124,0,3,,5,,,,,,,3,12.932665,38.134855,2015,9,5/9/2023,2023,5,9,May,5/9/2023,5/31/2023,2015-09,2023-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201510,Sene 2015,201510,0,0,0,0,0,373,229,229,450,132,120,6,0,2,0,6,,0,0,0,,0,124,124,0,3,,5,,,,,,,0,12.932665,38.134855,2015,10,6/8/2023,2023,6,8,June,6/8/2023,6/30/2023,2015-10,2023-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201511,Hamle 2015,201511,0,0,0,0,0,0,0,0,453,117,120,6,0,0,120,0,,0,0,0,,0,108,108,0,5,,6,,,,,,,0,12.932665,38.134855,2015,11,7/8/2023,2023,7,8,July,7/8/2023,7/31/2023,2015-11,2023-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201512,Nehase 2015,201512,0,0,0,0,0,13,0,0,399,114,115,6,0,0,6,6,,0,6,0,,0,110,110,0,6,,6,,,,,,,0,12.932665,38.134855,2015,12,8/7/2023,2023,8,7,August,8/7/2023,8/31/2023,2015-12,2023-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201601,Meskerem 2016,201601,0,0,0,0,0,18,0,0,398,117,101,2,0,6,6,2,,0,6,0,,0,98,98,0,4,,6,,,,,,,0,12.932665,38.134855,2016,1,9/12/2023,2023,9,12,September,9/12/2023,9/30/2023,2016-01,2023-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201602,Tikemet 2016,201602,0,0,0,0,0,19,23,23,457,119,108,9,0,0,0,9,,0,0,0,,0,113,113,0,0,,2,,,,,,,0,12.932665,38.134855,2016,2,10/12/2023,2023,10,12,October,10/12/2023,10/31/2023,2016-02,2023-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201603,Hidar 2016,201603,0,0,0,0,0,0,37,37,462,123,112,7,0,0,0,7,,0,110,0,,0,117,117,0,8,,7,,,,,,,0,12.932665,38.134855,2016,3,11/11/2023,2023,11,11,November,11/11/2023,11/30/2023,2016-03,2023-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201604,Tahesas 2016,201604,0,0,0,0,0,241,431,431,475,133,112,9,0,1,0,9,,0,0,0,,0,119,119,0,14,,7,,,,,,,0,12.932665,38.134855,2016,4,12/11/2023,2023,12,11,December,12/11/2023,12/31/2023,2016-04,2023-12
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201605,Tir 2016,201605,3,0,0,0,0,49,70,70,489,128,100,7,0,2,0,7,,0,0,0,,0,119,119,0,13,,9,,,,,,,0,12.932665,38.134855,2016,5,1/10/2024,2024,1,10,January,1/10/2024,1/31/2024,2016-05,2024-01
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201606,Yekatit 2016,201606,0,0,0,0,0,0,0,0,473,124,100,7,0,0,100,7,,0,111,0,,0,102,102,0,8,,7,,,,,,,0,12.932665,38.134855,2016,6,2/9/2024,2024,2,9,February,2/9/2024,2/29/2024,2016-06,2024-02
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201607,Megabit 2016,201607,0,0,0,0,0,20,8,8,478,125,65,0,0,5,0,0,,0,0,0,,0,95,95,0,0,,7,,,,,,,0,12.932665,38.134855,2016,7,3/10/2024,2024,3,10,March,3/10/2024,3/31/2024,2016-07,2024-03
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201608,Miazia 2016,201608,0,0,0,0,0,19,34,34,471,120,92,2,0,1,1,2,,0,2,0,,0,93,93,0,5,,2,,,,,,,0,12.932665,38.134855,2016,8,4/9/2024,2024,4,9,April,4/9/2024,4/30/2024,2016-08,2024-04
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201609,Ginbot 2016,201609,0,0,0,0,0,32,42,42,469,122,93,0,0,0,0,0,,0,0,0,,0,105,105,0,8,,2,,,,,,,0,12.932665,38.134855,2016,9,5/9/2024,2024,5,9,May,5/9/2024,5/31/2024,2016-09,2024-05
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201610,Sene 2016,201610,0,0,0,0,0,0,412,412,473,126,105,1,0,1,0,1,,0,0,0,,0,109,109,0,0,,2,,,,,,,0,12.932665,38.134855,2016,10,6/8/2024,2024,6,8,June,6/8/2024,6/30/2024,2016-10,2024-06
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201611,Hamle 2016,201611,0,0,0,0,0,101,63,63,402,115,101,1,0,4,0,1,,0,0,0,,0,92,92,0,0,,4,,,,,,,0,12.932665,38.134855,2016,11,7/8/2024,2024,7,8,July,7/8/2024,7/31/2024,2016-11,2024-07
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201612,Nehase 2016,201612,0,0,0,0,0,23,43,43,429,123,171,0,0,0,0,0,,0,0,4,,0,105,105,0,5,,1,,,,,,,0,12.932665,38.134855,2016,12,8/7/2024,2024,8,7,August,8/7/2024,8/31/2024,2016-12,2024-08
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201701,Meskerem 2017,201701,0,0,0,0,0,36,45,45,447,0,102,2,0,1,0,2,,0,,0,,0,115,115,0,5,,0,,,,,,,0,12.932665,38.134855,2017,1,9/11/2024,2024,9,11,September,9/11/2024,9/30/2024,2017-01,2024-09
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201702,Tikemet 2017,201702,0,0,0,0,0,0,0,0,459,0,170,2,0,0,0,2,,0,0,0,,0,100,100,0,3,,0,,,,,,,0,12.932665,38.134855,2017,2,10/11/2024,2024,10,11,October,10/11/2024,10/31/2024,2017-02,2024-10
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201703,Hidar 2017,201703,0,0,0,0,0,116,161,161,529,91,93,3,0,0,0,3,,0,0,5,,0,113,113,0,4,,2,,,,,,,0,12.932665,38.134855,2017,3,11/10/2024,2024,11,10,November,11/10/2024,11/30/2024,2017-03,2024-11
Federal Ministry Of Health,Amhara Region,North Gondar Zone,Janamora Woreda,Asenga_PHCU,Serbare Health Post,VK1quE5KIDr,Serbare Health Post,1073312,201704,Tahesas 2017,201704,0,0,0,0,0,92,292,292,531,87,93,5,0,0,0,5,,0,0,5,,0,110,110,0,10,,3,,,,,,,0,12.932665,38.134855,2017,4,12/10/2024,2024,12,10,December,12/10/2024,12/31/2024,2017-04,2024-12
Federal Ministry Of Health,Somali Region,Shebelle Zone,East Imey Woreda,East Emey_PHCU,siqdhere Health Post,KBFFDqjBIWG,siqdhere Health Post,1055088,201105,Tir 2011,201105,,,,,,32,32,32,,0,,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,0,6.311871,42.6491491,2011,5,1/9/2019,2019,1,9,January,1/9/2019,1/31/2019,2011-05,2019-01
Federal Ministry Of Health,Somali Region,Shebelle Zone,East Imey Woreda,East Emey_PHCU,siqdhere Health Post,KBFFDqjBIWG,siqdhere Health Post,1055088,201106,Yekatit 2011,201106,,,,,,54,54,55,,0,,,,,,,,7,,0,,0,4,,0,8,,,,,,,,,0,6.311871,42.6491491,2011,6,2/8/2019,2019,2,8,February,2/8/2019,2/28/2019,2011-06,2019-02
Federal Ministry Of Health,Somali Region,Shebelle Zone,East Imey Woreda,East Emey_PHCU,siqdhere Health Post,KBFFDqjBIWG,siqdhere Health Post,1055088,201107,Megabit 2011,201107,,,,,,107,107,107,,0,,,,,,,,5,,0,,0,114,,0,19,,,,,,,,,0,6.311871,42.6491491,2011,7,3/10/2019,2019,3,10,March,3/10/2019,3/31/2019,2011-07,2019-03
Federal Ministry Of Health,Somali Region,Shebelle Zone,East Imey Woreda,East Emey_PHCU,siqdhere Health Post,KBFFDqjBIWG,siqdhere Health Post,1055088,201108,Miazia 2011,201108,,,,,,0,0,0,,0,,,,,,,,5,,0,,0,80,,0,5,,,,,,,,,0,6.311871,42.6491491,2011,8,4/9/2019,2019,4,9,April,4/9/2019,4/30/2019,2011-08,2019-04
Federal Ministry Of Health,Somali Region,Shebelle Zone,East Imey Woreda,East Emey_PHCU,siqdhere Health Post,KBFFDqjBIWG,siqdhere Health Post,1055088,201109,Ginbot 2011,201109,,,,,,0,0,0,,0,,,,,,,,6,,0,,0,127,,0,6,,,,,,,,,0,6.311871,42.6491491,2011,9,5/9/2019,2019,5,9,May,5/9/2019,5/31/2019,2011-09,2019-05
Federal Ministry Of Health,Somali Region,Shebelle Zone,East Imey Woreda,East Emey_PHCU,siqdhere Health Post,KBFFDqjBIWG,siqdhere Health Post,1055088,201110,Sene 2011,201110,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,6.311871,42.6491491,2011,10,6/8/2019,2019,6,8,June,6/8/2019,6/30/2019,2011-10,2019-06
Federal Ministry Of Health,Somali Region,Shebelle Zone,East Imey Woreda,East Emey_PHCU,siqdhere Health Post,KBFFDqjBIWG,siqdhere Health Post,1055088,201111,Hamle 2011,201111,,,,,,0,0,0,,0,,,,,,,,0,,0,,0,80,,0,13,,,,,,,,,0,6.311871,42.6491491,2011,11,7/8/2019,2019,7,8,July,7/8/2019,7/31/2019,2011-11,2019-07
Federal Ministry Of Health,Somali Region,Shebelle Zone,East Imey Woreda,East Emey_PHCU,siqdhere Health Post,KBFFDqjBIWG,siqdhere Health Post,1055088,201112,Nehase 2011,201112,,,,,,99,99,49,,0,,,,,,,,0,,0,,0,66,,0,19,,,,,,,,,0,6.311871,42.6491491,2011,12,8/7/2019,2019,8,7,August,8/7/2019,8/31/2019,2011-12,2019-08
Federal Ministry Of Health,Somali Region,Shebelle Zone,East Imey Woreda,East Emey_PHCU,siqdhere Health Post,KBFFDqjBIWG,siqdhere Health Post,1055088,201201,Meskerem 2012,201201,,,,,,80,80,80,,0,,,,,,,,4,,0,,0,76,,0,6,,,,,,,,,0,6.311871,42.6491491,2012,1,9/12/2019,2019,9,12,September,9/12/2019,9/30/2019,2012-01,2019-09
